sample_name,life_stage_age,simple_biosample_summary,target,input
CG7045_ENCSR978WWC_rep1,NA,male adult strain CG7045-GFP VK00037 genetically modified (insertion) using site-specific recombination targeting D. melanogaster tHMG1,CG7045,input_ENCSR278PHU_rep1
CG7045_ENCSR978WWC_rep3,NA,male adult strain CG7045-GFP VK00037 genetically modified (insertion) using site-specific recombination targeting D. melanogaster tHMG1,CG7045,input_ENCSR278PHU_rep1
Dfd_ENCSR981DFR_rep1,embryonic 16-24 hours,embryo (16-24 hours) strain 10T-Dfd-GFP stably expressing C-terminal eGFP-tagged Dfd,Dfd,input_ENCSR309FNI_rep1
Dfd_ENCSR981DFR_rep2,embryonic 16-24 hours,embryo (16-24 hours) strain 10T-Dfd-GFP stably expressing C-terminal eGFP-tagged Dfd,Dfd,input_ENCSR309FNI_rep1
gro_ENCSR981DLO_rep1,embryonic 0-24 hours,mixed sex embryo (0-24 hours) strain gro-GFP attP16 genetically modified (insertion) using site-specific recombination targeting D. melanogaster gro,gro,input_ENCSR371KOI_rep1
gro_ENCSR981DLO_rep3,embryonic 0-24 hours,mixed sex embryo (0-24 hours) strain gro-GFP attP16 genetically modified (insertion) using site-specific recombination targeting D. melanogaster gro,gro,input_ENCSR371KOI_rep1
unc-4_ENCSR981GRF_rep1,embryonic 6-18 hours,embryo (6-18 hours) strain unc-4-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster unc-4,unc-4,input_ENCSR838RIX_rep1
unc-4_ENCSR981GRF_rep2,embryonic 6-18 hours,embryo (6-18 hours) strain unc-4-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster unc-4,unc-4,input_ENCSR838RIX_rep1
ken_ENCSR981TIE_rep1,embryonic 0-24 hours,embryo (0-24 hours) strain ken-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster ken,ken,input_ENCSR822MKD_rep1
ken_ENCSR981TIE_rep2,embryonic 0-24 hours,embryo (0-24 hours) strain ken-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster ken,ken,input_ENCSR822MKD_rep1
CG8478_ENCSR982KSB_rep1,NA,strain Oregon-R,CG8478,input_ENCSR543WTO_rep1
CG8478_ENCSR982KSB_rep2,NA,strain Oregon-R,CG8478,input_ENCSR543WTO_rep1
Hr39_ENCSR982LVI_rep1,NA,mixed sex prepupa strain Hr39-RC-GFP VK00033 genetically modified (insertion) using site-specific recombination targeting D. melanogaster Hr39  at white prepupa stage,Hr39,input_ENCSR862VRN_rep1
Hr39_ENCSR982LVI_rep3,NA,mixed sex prepupa strain Hr39-RC-GFP VK00033 genetically modified (insertion) using site-specific recombination targeting D. melanogaster Hr39  at white prepupa stage,Hr39,input_ENCSR862VRN_rep1
lola_ENCSR984IRI_rep1,embryonic 0-12 hours,embryo (0-12 hours) strain lola-RI-GFP VK00033 stably expressing C-terminal eGFP-tagged lola,lola,input_ENCSR302GPM_rep1
lola_ENCSR984IRI_rep2,embryonic 0-12 hours,embryo (0-12 hours) strain lola-RI-GFP VK00033 stably expressing C-terminal eGFP-tagged lola,lola,input_ENCSR302GPM_rep2
foxo_ENCSR985TNB_rep1,NA,mixed sex wandering third instar larva strain foxo-MiMIC-GFP MI00493 genetically modified (insertion) using site-specific recombination targeting D. melanogaster foxo,foxo,input_ENCSR195UPC_rep1
foxo_ENCSR985TNB_rep2,NA,mixed sex wandering third instar larva strain foxo-MiMIC-GFP MI00493 genetically modified (insertion) using site-specific recombination targeting D. melanogaster foxo,foxo,input_ENCSR195UPC_rep1
foxo_ENCSR985TNB_rep3,NA,mixed sex wandering third instar larva strain foxo-MiMIC-GFP MI00493 genetically modified (insertion) using site-specific recombination targeting D. melanogaster foxo,foxo,input_ENCSR195UPC_rep1
CG6175_ENCSR987LDU_rep1,embryonic 0-24 hours,embryo (0-24 hours) strain CG6175-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster CG6175,CG6175,input_ENCSR684BMF_rep1
CG6175_ENCSR987LDU_rep2,embryonic 0-24 hours,embryo (0-24 hours) strain CG6175-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster CG6175,CG6175,input_ENCSR684BMF_rep2
CG6175_ENCSR987LDU_rep3,embryonic 0-24 hours,embryo (0-24 hours) strain CG6175-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster CG6175,CG6175,input_ENCSR684BMF_rep2
insv_ENCSR989SYT_rep1,NA,,insv,input_ENCSR062TDA_rep1
insv_ENCSR989SYT_rep2,NA,,insv,input_ENCSR062TDA_rep1
insv_ENCSR989SYT_rep3,NA,,insv,input_ENCSR062TDA_rep1
lab_ENCSR990VZW_rep1,embryonic 0-24 hours,mixed sex embryo (0-24 hours) strain lab-GFP attP-40 genetically modified (insertion) using site-specific recombination targeting D. melanogaster lab,lab,input_ENCSR664OPV_rep1
lab_ENCSR990VZW_rep2,embryonic 0-24 hours,mixed sex embryo (0-24 hours) strain lab-GFP attP-40 genetically modified (insertion) using site-specific recombination targeting D. melanogaster lab,lab,input_ENCSR664OPV_rep1
lab_ENCSR990VZW_rep3,embryonic 0-24 hours,mixed sex embryo (0-24 hours) strain lab-GFP attP-40 genetically modified (insertion) using site-specific recombination targeting D. melanogaster lab,lab,input_ENCSR664OPV_rep1
Ada2b_ENCSR992BYJ_rep1,embryonic 0-18 hours,embryo (0-18 hours) strain Ada2b-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster Ada2b,Ada2b,input_ENCSR860DSL_rep1
Ada2b_ENCSR992BYJ_rep2,embryonic 0-18 hours,embryo (0-18 hours) strain Ada2b-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster Ada2b,Ada2b,input_ENCSR860DSL_rep1
pnt_ENCSR997UIM_rep1,embryonic 0-24 hours,mixed sex embryo (0-24 hours) strain pnt-MiMIC-GFP MI02427 genetically modified (insertion) using site-specific recombination targeting D. melanogaster pnt,pnt,input_ENCSR249WKC_rep1
pnt_ENCSR997UIM_rep2,embryonic 0-24 hours,mixed sex embryo (0-24 hours) strain pnt-MiMIC-GFP MI02427 genetically modified (insertion) using site-specific recombination targeting D. melanogaster pnt,pnt,input_ENCSR249WKC_rep1
pnt_ENCSR997UIM_rep3,embryonic 0-24 hours,mixed sex embryo (0-24 hours) strain pnt-MiMIC-GFP MI02427 genetically modified (insertion) using site-specific recombination targeting D. melanogaster pnt,pnt,input_ENCSR249WKC_rep1
usp_ENCSR998ZQZ_rep1,NA,wandering third instar larva strain usp-GFP VK00033 stably expressing C-terminal eGFP-tagged usp,usp,input_ENCSR932EUA_rep1
usp_ENCSR998ZQZ_rep2,NA,wandering third instar larva strain usp-GFP VK00033 stably expressing C-terminal eGFP-tagged usp,usp,input_ENCSR932EUA_rep1
dm_ENCSR999ZCR_rep1,embryonic 0-16 hours,mixed sex embryo (0-16 hours) strain dm-GFP VK00033 genetically modified (insertion) using site-specific recombination targeting D. melanogaster Myc,dm,input_ENCSR264VTB_rep1
dm_ENCSR999ZCR_rep2,embryonic 0-16 hours,mixed sex embryo (0-16 hours) strain dm-GFP VK00033 genetically modified (insertion) using site-specific recombination targeting D. melanogaster Myc,dm,input_ENCSR264VTB_rep1
dm_ENCSR999ZCR_rep3,embryonic 0-16 hours,mixed sex embryo (0-16 hours) strain dm-GFP VK00033 genetically modified (insertion) using site-specific recombination targeting D. melanogaster Myc,dm,input_ENCSR264VTB_rep1
input_ENCSR000WON_rep1,embryonic 0-16 hours,mixed sex embryo (0-16 hours) strain CG4820-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster CG4820,NA,NA
input_ENCSR004EEK_rep1,embryonic 0-24 hours,mixed sex embryo (0-24 hours) strain vfl-GFP VK00033 genetically modified (insertion) using site-specific recombination targeting D. melanogaster zld,NA,NA
input_ENCSR008VTA_rep1,NA,mixed sex wandering third instar larva strain dl-small-GFP VK00033 genetically modified (insertion) using site-specific recombination targeting D. melanogaster dl,NA,NA
input_ENCSR009STJ_rep1,prepupa unknown stages,prepupa (unknown stages) strain CG6163-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster CG6163,NA,NA
input_ENCSR010CSQ_rep1,embryonic 0-18 hours,embryo (0-18 hours) strain CG11456-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster CG11456,NA,NA
input_ENCSR010TXY_rep1,embryonic 0-24 hours,mixed sex embryo (0-24 hours) strain Ash1-GFP attP40 genetically modified (insertion) using site-specific recombination targeting D. melanogaster ash1,NA,NA
input_ENCSR010UCR_rep1,embryonic 0-24 hours,mixed sex embryo (0-24 hours) strain tx-GFP VK00037 genetically modified (insertion) using site-specific recombination targeting D. melanogaster tx,NA,NA
input_ENCSR013OET_rep1,embryonic 8-24 hours,embryo (8-24 hours) strain CG9932-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster CG9932,NA,NA
input_ENCSR013WUH_rep1,embryonic 0-16 hours,embryo (0-16 hours) strain salm VK00033 genetically modified (insertion) using site-specific recombination targeting D. melanogaster salm,NA,NA
input_ENCSR017XHN_rep1,embryonic 0-24 hours,embryo (0-24 hours) strain CG10321-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster CG10321,NA,NA
input_ENCSR020AAP_rep1,embryonic 0-24 hours,mixed sex embryo (0-24 hours) strain CG15073-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster CG15073,NA,NA
input_ENCSR020BSJ_rep1,NA,mixed sex wandering third instar larva strain sage-GFP VK00037 genetically modified (insertion) using site-specific recombination targeting D. melanogaster sage,NA,NA
input_ENCSR021QTZ_rep1,embryonic 0-24 hours,embryo (0-24 hours) strain CG17328-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster CG17328,NA,NA
input_ENCSR022ZVU_rep1,embryonic 6-24 hours,mixed sex embryo (6-24 hours) strain Fer1-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster Fer1,NA,NA
input_ENCSR023XBU_rep1,embryonic 0-16 hours,mixed sex embryo (0-16 hours) strain CG31388-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster CG31388,NA,NA
input_ENCSR024KKU_rep1,embryonic 0-24 hours,embryo (0-24 hours) strain seq-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster seq,NA,NA
input_ENCSR027VEH_rep1,embryonic 0-24 hours,mixed sex embryo (0-24 hours) strain CG31365 attP40 genetically modified (insertion) using site-specific recombination targeting D. melanogaster CG31365,NA,NA
input_ENCSR030ZQQ_rep1,embryonic 0-24 hours,mixed sex embryo (0-24 hours) strain grn-GFP VK00037 genetically modified (insertion) using site-specific recombination targeting D. melanogaster grn,NA,NA
input_ENCSR031YOM_rep1,embryonic 8-16 hours,embryo (8-16 hours) strain yellow cinnabar brown speck,NA,NA
input_ENCSR032KWU_rep1,embryonic 8-24 hours,mixed sex embryo (8-24 hours) strain CG4328-GFP attP-40 genetically modified (insertion) using site-specific recombination targeting D. melanogaster CG4328,NA,NA
input_ENCSR033NNL_rep1,embryonic 0-10 hours,embryo (0-10 hours) strain stwl attP40 genetically modified (insertion) using site-specific recombination targeting D. melanogaster stwl,NA,NA
input_ENCSR033RMH_rep1,embryonic 0-24 hours,mixed sex embryo (0-24 hours) strain CG9876-GFP VK00037 genetically modified (insertion) using site-specific recombination targeting D. melanogaster CG9876,NA,NA
input_ENCSR034KIV_rep1,embryonic 0-24 hours,mixed sex embryo (0-24 hours) strain CG6854-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster CTPsyn,NA,NA
input_ENCSR036PHI_rep1,embryonic 0-24 hours,mixed sex embryo (0-24 hours) strain BtbVII-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster BtbVII,NA,NA
input_ENCSR038YIY_rep1,embryonic 0-24 hours,embryo (0-24 hours) strain zfh1-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster zfh1,NA,NA
input_ENCSR039ULN_rep1,embryonic 0-8 hours,embryo (0-8 hours) strain CG10959-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster CG10959,NA,NA
input_ENCSR040UNE_rep1,embryonic 0-16 hours,mixed sex embryo (0-16 hours) strain crp-GFP VK00033 genetically modified (insertion) using site-specific recombination targeting D. melanogaster crp,NA,NA
input_ENCSR041UFE_rep1,embryonic 0-18 hours,embryo (0-18 hours) strain ase-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster ase,NA,NA
input_ENCSR042YQX_rep1,embryonic 0-24 hours,embryo (0-24 hours) strain CG14441-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster CG14441,NA,NA
input_ENCSR044YAD_rep1,NA,male adult strain CG33017 VK00033 genetically modified (insertion) using site-specific recombination targeting D. melanogaster CG33017,NA,NA
input_ENCSR046BPV_rep1,NA,mixed sex wandering third instar larva strain Dif-GFP VK00033 genetically modified (insertion) using site-specific recombination targeting D. melanogaster Dif,NA,NA
input_ENCSR051HCW_rep1,embryonic 6-22 hours,mixed sex embryo (6-22 hours) strain B-H2-GFP VK00033 genetically modified (insertion) using site-specific recombination targeting D. melanogaster B-H2,NA,NA
input_ENCSR051JVI_rep1,embryonic 0-24 hours,embryo (0-24 hours) strain aop-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster aop,NA,NA
input_ENCSR051ZTW_rep1,embryonic 0-24 hours,embryo (0-24 hours) strain GATAe-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster GATAe,NA,NA
input_ENCSR054LVI_rep1,prepupa 24 hours,mixed sex prepupa (24 hours) strain ss-GFP VK00037 genetically modified (insertion) using site-specific recombination targeting D. melanogaster ss,NA,NA
input_ENCSR055XXE_rep1,NA,mixed sex prepupa strain CG6792-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster Plzf,NA,NA
input_ENCSR059SDE_rep1,embryonic 0-24 hours,embryo (0-24 hours) strain Atf6-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster Atf6,NA,NA
input_ENCSR061CQK_rep1,embryonic 8-24 hours,embryo (8-24 hours) strain Xrp1-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster Xrp1,NA,NA
input_ENCSR062TDA_rep1,NA,,NA,NA
input_ENCSR065VFN_rep1,embryonic 12-24 hours,mixed sex embryo (12-24 hours) strain NfI-GFP VK00033 genetically modified (insertion) using site-specific recombination targeting D. melanogaster NfI,NA,NA
input_ENCSR066HHD_rep1,embryonic 0-24 hours,mixed sex embryo (0-24 hours) strain chif-RB-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster chif,NA,NA
input_ENCSR067XAN_rep1,embryonic 4-14 hours,embryo (4-14 hours) strain gsb-n attP40 genetically modified (insertion) using site-specific recombination targeting D. melanogaster gsb-n,NA,NA
input_ENCSR071KGD_rep1,embryonic 0-24 hours,mixed sex embryo (0-24 hours) strain pzg-GFP attP40 genetically modified (insertion) using site-specific recombination targeting D. melanogaster pzg,NA,NA
input_ENCSR072FJD_rep1,NA,mixed sex adult strain CG11617-GFP VK00033 genetically modified (insertion) using site-specific recombination targeting D. melanogaster CG11617,NA,NA
input_ENCSR072SDA_rep1,embryonic 0-24 hours,mixed sex embryo (0-24 hours) strain E(spl)m-beta-GFP attP40 genetically modified (insertion) using site-specific recombination targeting D. melanogaster E(spl)mbeta-HLH,NA,NA
input_ENCSR072SOX_rep1,embryonic 0-14 hours,mixed sex embryo (0-14 hours) strain CG1529-GFP VK00033 genetically modified (insertion) using site-specific recombination targeting D. melanogaster CG1529,NA,NA
input_ENCSR072UGA_rep1,embryonic 0-24 hours,mixed sex embryo (0-24 hours) strain nmo-GFP VK00037 genetically modified (insertion) using site-specific recombination targeting D. melanogaster nmo,NA,NA
input_ENCSR073DRW_rep1,embryonic 0-24 hours,mixed sex embryo (0-24 hours) VK00033 genetically modified (insertion) using site-specific recombination targeting D. melanogaster CoRest,NA,NA
input_ENCSR074DEG_rep1,pupa 24 hours,pupa (24 hours) strain CG9948 attP40 genetically modified (insertion) using site-specific recombination targeting D. melanogaster CG9948,NA,NA
input_ENCSR074VTY_rep1,embryonic 0-24 hours,mixed sex embryo (0-24 hours) strain E(var)3-9-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster E(var)3-9,NA,NA
input_ENCSR075HOL_rep1,NA,male adult strain CG5204-GFP VK00037 genetically modified (insertion) using site-specific recombination targeting D. melanogaster kmg,NA,NA
input_ENCSR075LYH_rep1,embryonic 0-24 hours,mixed sex embryo (0-24 hours) strain CG12744-GFP VK00033 genetically modified (insertion) using site-specific recombination targeting D. melanogaster CG12744,NA,NA
input_ENCSR076KHT_rep1,embryonic 6-18 hours,mixed sex embryo (6-18 hours) VK00033 genetically modified (insertion) using site-specific recombination targeting D. melanogaster CG15269,NA,NA
input_ENCSR077OEA_rep1,embryonic 0-24 hours,embryo (0-24 hours) strain peb-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster peb,NA,NA
input_ENCSR079ERM_rep1,embryonic 0-24 hours,mixed sex embryo (0-24 hours) strain slou-GFP VK00037 genetically modified (insertion) using site-specific recombination targeting D. melanogaster slou,NA,NA
input_ENCSR080CLA_rep1,embryonic 0-24 hours,mixed sex embryo (0-24 hours) strain HmgD-GFP VK00033 genetically modified (insertion) using site-specific recombination targeting D. melanogaster HmgD,NA,NA
input_ENCSR080DBI_rep1,embryonic 0-24 hours,mixed sex embryo (0-24 hours) strain crp-GFP VK00033 genetically modified (insertion) using site-specific recombination targeting D. melanogaster crp,NA,NA
input_ENCSR080OFD_rep1,embryonic 0-18 hours,mixed sex embryo (0-18 hours) strain CG12219-GFP VK00033 genetically modified (insertion) using site-specific recombination targeting D. melanogaster CG12219,NA,NA
input_ENCSR081PIH_rep1,prepupa 48 hours,mixed sex prepupa (48 hours) strain Hr38-GFP VK00033 genetically modified (insertion) using site-specific recombination targeting D. melanogaster Hr38  at white prepupa stage,NA,NA
input_ENCSR082WMZ_rep1,embryonic 0-14 hours,mixed sex embryo (0-14 hours) strain ATbp-GFP attP-40 genetically modified (insertion) using site-specific recombination targeting D. melanogaster ATbp,NA,NA
input_ENCSR082YVU_rep1,embryonic 0-16 hours,mixed sex embryo (0-16 hours) strain sqz-GFP attP40 genetically modified (insertion) using site-specific recombination targeting D. melanogaster sqz,NA,NA
input_ENCSR083NCH_rep1,embryonic 0-24 hours,embryo (0-24 hours) strain CG14014-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster CG14014,NA,NA
input_ENCSR089QIZ_rep1,embryonic 0-24 hours,mixed sex embryo (0-24 hours) strain CG12155-GFP VK00037 genetically modified (insertion) using site-specific recombination targeting D. melanogaster CG12155,NA,NA
input_ENCSR089YGV_rep1,embryonic 0-24 hours,mixed sex embryo (0-24 hours) strain Jarid2-GFP attP-40 genetically modified (insertion) using site-specific recombination targeting D. melanogaster Jarid2,NA,NA
input_ENCSR097GQQ_rep1,embryonic 0-24 hours,mixed sex embryo (0-24 hours) strain NC2alpha-GFP VK00037 genetically modified (insertion) using site-specific recombination targeting D. melanogaster NC2alpha,NA,NA
input_ENCSR098GAV_rep1,larva 48 days,mixed sex larva (48 days) strain noc VK00033 genetically modified (insertion) using site-specific recombination targeting D. melanogaster noc,NA,NA
input_ENCSR100ITO_rep1,embryonic 0-24 hours,mixed sex embryo (0-24 hours) strain HLH54F-GFP VK00033 genetically modified (insertion) using site-specific recombination targeting D. melanogaster HLH54F,NA,NA
input_ENCSR100SUV_rep1,embryonic 0-24 hours,mixed sex embryo (0-24 hours) strain CG4854-GFP VK00037 genetically modified (insertion) using site-specific recombination targeting D. melanogaster CG4854,NA,NA
input_ENCSR102QDH_rep1,embryonic 6-24 hours,mixed sex embryo (6-24 hours) strain Hand-GFP VK00033 genetically modified (insertion) using site-specific recombination targeting D. melanogaster Hand,NA,NA
input_ENCSR103JYD_rep1,embryonic 0-16 hours,mixed sex embryo (0-16 hours) strain Six4-GFP attP-40 genetically modified (insertion) using site-specific recombination targeting D. melanogaster Six4,NA,NA
input_ENCSR105HNS_rep1,prepupa 24 days,mixed sex prepupa (24 days) strain fd59A-GFP VK00033 genetically modified (insertion) using site-specific recombination targeting D. melanogaster fd59A,NA,NA
input_ENCSR111CQR_rep1,embryonic 0-24 hours,mixed sex embryo (0-24 hours) strain CG8944-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster CG8944,NA,NA
input_ENCSR111RAO_rep1,embryonic 0-14 hours,mixed sex embryo (0-14 hours) strain trem attP40 genetically modified (insertion) using site-specific recombination targeting D. melanogaster trem,NA,NA
input_ENCSR112EFN_rep1,NA,mixed sex prepupa strain Sox102F-GFP VK00033 genetically modified (insertion) using site-specific recombination targeting D. melanogaster Sox102F  at white prepupa stage,NA,NA
input_ENCSR114JYK_rep1,embryonic 0-24 hours,mixed sex embryo (0-24 hours) strain insv-GFP VK00033 genetically modified (insertion) using site-specific recombination targeting D. melanogaster insv,NA,NA
input_ENCSR114LFX_rep1,embryonic 0-14 hours,mixed sex embryo (0-14 hours) strain CG4707-GFP VK00033 genetically modified (insertion) using site-specific recombination targeting D. melanogaster CG4707,NA,NA
input_ENCSR116ZCQ_rep1,embryonic 0-24 hours,mixed sex embryo (0-24 hours) strain CG18619-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster REPTOR-BP,NA,NA
input_ENCSR117DPS_rep1,NA,mixed sex wandering third instar larva strain fru-MiMIC-GFP MI06350 genetically modified (insertion) using site-specific recombination targeting D. melanogaster fru,NA,NA
input_ENCSR118DLX_rep1,embryonic 0-24 hours,mixed sex embryo (0-24 hours) strain luna-MiMIC-GFP MI05859 genetically modified (insertion) using site-specific recombination targeting D. melanogaster luna,NA,NA
input_ENCSR118IHI_rep1,NA,mixed sex prepupa strain CG34406-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster CG44002,NA,NA
input_ENCSR118ZXA_rep1,embryonic 16-24 hours,embryo (16-24 hours) strain yellow cinnabar brown speck,NA,NA
input_ENCSR119OOH_rep1,embryonic 0-12 hours,mixed sex embryo (0-12 hours) strain lola-J-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster lola,NA,NA
input_ENCSR121JSG_rep1,embryonic 0-24 hours,embryo (0-24 hours) strain hkb-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster hkb,NA,NA
input_ENCSR122CCQ_rep1,prepupa 24 hours,mixed sex prepupa (24 hours) strain dsx-GFP VK00037 genetically modified (insertion) using site-specific recombination targeting D. melanogaster dsx,NA,NA
input_ENCSR125WOY_rep1,embryonic 0-14 hours,mixed sex embryo (0-14 hours) strain D-GFP attP-40 genetically modified (insertion) using site-specific recombination targeting D. melanogaster D,NA,NA
input_ENCSR129EXW_rep1,embryonic 0-16 hours,mixed sex embryo (0-16 hours) strain TFAM-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster TFAM,NA,NA
input_ENCSR130CHN_rep1,embryonic 0-8 hours,embryo (0-8 hours) strain yellow cinnabar brown speck,NA,NA
input_ENCSR130GIJ_rep1,embryonic 0-24 hours,mixed sex embryo (0-24 hours) strain CG17829 attP40 genetically modified (insertion) using site-specific recombination targeting D. melanogaster CG17829,NA,NA
input_ENCSR130OWB_rep1,embryonic 0-24 hours,mixed sex embryo (0-24 hours) strain CG6765-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster CG6765,NA,NA
input_ENCSR130XZA_rep1,NA,mixed sex wandering third instar larva strain Rel-GFP VK00037 genetically modified (insertion) using site-specific recombination targeting D. melanogaster Rel,NA,NA
input_ENCSR132NXK_rep1,embryonic 0-24 hours,mixed sex embryo (0-24 hours) strain Hmx-MiMIC-GFP MI02025 genetically modified (insertion) using site-specific recombination targeting D. melanogaster Hmx,NA,NA
input_ENCSR135XHQ_rep1,NA,mixed sex prepupa strain Eip75B-MiMIC-GFP MI03665 genetically modified (insertion) using site-specific recombination targeting D. melanogaster Eip75B,NA,NA
input_ENCSR136DEQ_rep1,embryonic 0-16 hours,mixed sex embryo (0-16 hours) strain gcm-GFP VK00033 genetically modified (insertion) using site-specific recombination targeting D. melanogaster gcm,NA,NA
input_ENCSR137DAC_rep1,embryonic 0-24 hours,embryo (0-24 hours) strain CG12299 VK00033 genetically modified (insertion) using site-specific recombination targeting D. melanogaster CG12299,NA,NA
input_ENCSR139RMN_rep1,NA,mixed sex prepupa strain Lpt-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster Lpt  at white prepupa stage,NA,NA
input_ENCSR139TOJ_rep1,embryonic 0-18 hours,embryo (0-18 hours) strain gsb-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster gsb,NA,NA
input_ENCSR139WZD_rep1,embryonic 0-14 hours,mixed sex embryo (0-14 hours) strain CG8388-GFP VK00037 genetically modified (insertion) using site-specific recombination targeting D. melanogaster CG8388,NA,NA
input_ENCSR141ASX_rep1,embryonic 0-24 hours,embryo (0-24 hours) strain CG32767-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster CG32767,NA,NA
input_ENCSR141TJV_rep1,embryonic 0-24 hours,embryo (0-24 hours) strain CG9215-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster CG9215,NA,NA
input_ENCSR142HMN_rep1,embryonic 0-24 hours,mixed sex embryo (0-24 hours) strain CG12659-GFP VK00033 genetically modified (insertion) using site-specific recombination targeting D. melanogaster CG12659,NA,NA
input_ENCSR142WLZ_rep1,embryonic 4-20 hours,mixed sex embryo (4-20 hours) strain Bteb2-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster Klf15,NA,NA
input_ENCSR144AFP_rep1,embryonic 12-24 hours,embryo (12-24 hours) strain lola-RI-GFP VK00033 stably expressing C-terminal eGFP-tagged lola,NA,NA
input_ENCSR144XHB_rep1,NA,mixed sex prepupa strain svp-GFP VK00037 genetically modified (insertion) using site-specific recombination targeting D. melanogaster svp  at white prepupa stage,NA,NA
input_ENCSR148LYB_rep1,embryonic 16-24 hours,embryo (16-24 hours) strain yellow cinnabar brown speck,NA,NA
input_ENCSR149TUI_rep1,embryonic 0-24 hours,embryo (0-24 hours) strain stc-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster stc,NA,NA
input_ENCSR153GHW_rep1,prepupa 24 days,mixed sex prepupa (24 days) strain fkh-GFP VK00037 genetically modified (insertion) using site-specific recombination targeting D. melanogaster fkh,NA,NA
input_ENCSR157EWZ_rep1,embryonic 0-24 hours,mixed sex embryo (0-24 hours) strain chif-RA-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster chif,NA,NA
input_ENCSR157MPF_rep1,embryonic 0-18 hours,embryo (0-18 hours) strain hbn-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster hbn,NA,NA
input_ENCSR157XVL_rep1,NA,male adult strain Clk-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster Clk,NA,NA
input_ENCSR158HVZ_rep1,embryonic 0-12 hours,mixed sex embryo (0-12 hours) strain E(spl)m5-GFP attP40 genetically modified (insertion) using site-specific recombination targeting D. melanogaster E(spl)m5-HLH,NA,NA
input_ENCSR159AMP_rep1,embryonic 0-24 hours,mixed sex embryo (0-24 hours) strain chn-GFP VK00033 genetically modified (insertion) using site-specific recombination targeting D. melanogaster chn,NA,NA
input_ENCSR159LNW_rep1,embryonic 0-24 hours,mixed sex embryo (0-24 hours) strain jumu-MiMIC-GFP MI00438 genetically modified (insertion) using site-specific recombination targeting D. melanogaster jumu,NA,NA
input_ENCSR160LJR_rep1,embryonic 0-24 hours,embryo (0-24 hours) strain CG6689-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster CG6689,NA,NA
input_ENCSR161QIN_rep1,embryonic 0-24 hours,mixed sex embryo (0-24 hours) strain CG7056-GFP attP-40 genetically modified (insertion) using site-specific recombination targeting D. melanogaster HHEX,NA,NA
