Experiment accession,sample_name,subsample_name,accession,LIBRARY_LAYOUT,input,life_stage_age,perturbed,protein_tags,simple_biosample_summary,File accession,Controlled by,Biological replicate(s),Technical replicate(s),target,Control.experiment
ENCSR593ZMJ,mirr_ENCSR593ZMJ_rep1,1,https://encode-public.s3.amazonaws.com/2018/02/01/e21c9008-8501-48e2-b73e-0e0936be9ff8/ENCFF461UTB.fastq.gz,SINGLE,input_ENCSR286EOA_rep1,embryonic 4-20 hours,FALSE,eGFP,mixed sex embryo (4-20 hours) strain mirr-GFP attP40 genetically modified (insertion) using site-specific recombination targeting D. melanogaster mirr,ENCFF461UTB,ENCFF927XSJ,1,1_1,mirr,ENCSR286EOA
ENCSR593ZMJ,mirr_ENCSR593ZMJ_rep2,1,https://encode-public.s3.amazonaws.com/2018/02/01/e087efcf-af8b-4757-a7f5-34e01df610d7/ENCFF077FPL.fastq.gz,SINGLE,input_ENCSR286EOA_rep1,embryonic 4-20 hours,FALSE,eGFP,mixed sex embryo (4-20 hours) strain mirr-GFP attP40 genetically modified (insertion) using site-specific recombination targeting D. melanogaster mirr,ENCFF077FPL,ENCFF927XSJ,2,2_1,mirr,ENCSR286EOA
ENCSR593ZMJ,mirr_ENCSR593ZMJ_rep3,1,https://encode-public.s3.amazonaws.com/2018/02/01/17bf96fd-2156-41c2-b971-da88dc3812a6/ENCFF101VCK.fastq.gz,SINGLE,input_ENCSR286EOA_rep1,embryonic 4-20 hours,FALSE,eGFP,mixed sex embryo (4-20 hours) strain mirr-GFP attP40 genetically modified (insertion) using site-specific recombination targeting D. melanogaster mirr,ENCFF101VCK,ENCFF927XSJ,3,3_1,mirr,ENCSR286EOA
ENCSR599DVZ,Tbp_ENCSR599DVZ_rep1,1,https://encode-public.s3.amazonaws.com/2016/08/24/f0e09656-6aa4-40fd-9f2a-0e99943cf154/ENCFF809IEZ.fastq.gz,SINGLE,input_ENCSR402MJH_rep1,embryonic 0-8 hours,FALSE,eGFP,embryo (0-8 hours) strain 13T-exd-GFP VK00033 stably expressing C-terminal eGFP-tagged exd,ENCFF809IEZ,ENCFF348OXP,1,1_1,Tbp,ENCSR402MJH
ENCSR599DVZ,Tbp_ENCSR599DVZ_rep2,1,https://encode-public.s3.amazonaws.com/2016/08/24/e6f4b5f5-cac8-47b3-8f44-d3a107d3bf27/ENCFF250BXJ.fastq.gz,SINGLE,input_ENCSR402MJH_rep1,embryonic 0-8 hours,FALSE,eGFP,embryo (0-8 hours) strain 13T-exd-GFP VK00033 stably expressing C-terminal eGFP-tagged exd,ENCFF250BXJ,ENCFF348OXP,2,2_1,Tbp,ENCSR402MJH
ENCSR603LBA,Sp1_ENCSR603LBA_rep1,1,https://encode-public.s3.amazonaws.com/2019/04/12/37981d65-5c75-446b-8541-d63f087178ad/ENCFF340GCS.fastq.gz,SINGLE,input_ENCSR335XZL_rep1,NA,FALSE,eGFP,mixed sex wandering third instar larva strain Sp1-GFP VK00033 genetically modified (insertion) using site-specific recombination targeting D. melanogaster Sp1,ENCFF340GCS,ENCFF876FKO,1,1_1,Sp1,ENCSR335XZL
ENCSR603LBA,Sp1_ENCSR603LBA_rep2,1,https://encode-public.s3.amazonaws.com/2019/04/12/3259069f-7c6c-4445-8c91-d65c6d36cf91/ENCFF173GBZ.fastq.gz,SINGLE,input_ENCSR335XZL_rep1,NA,FALSE,eGFP,mixed sex wandering third instar larva strain Sp1-GFP VK00033 genetically modified (insertion) using site-specific recombination targeting D. melanogaster Sp1,ENCFF173GBZ,ENCFF876FKO,2,2_1,Sp1,ENCSR335XZL
ENCSR603LBA,Sp1_ENCSR603LBA_rep3,1,https://encode-public.s3.amazonaws.com/2019/04/12/5e6a66ff-8ead-4684-b8e0-500751248f58/ENCFF460GDR.fastq.gz,SINGLE,input_ENCSR335XZL_rep1,NA,FALSE,eGFP,mixed sex wandering third instar larva strain Sp1-GFP VK00033 genetically modified (insertion) using site-specific recombination targeting D. melanogaster Sp1,ENCFF460GDR,ENCFF876FKO,3,3_1,Sp1,ENCSR335XZL
ENCSR603QIJ,emc_ENCSR603QIJ_rep1,1,https://encode-public.s3.amazonaws.com/2015/07/24/2f3cdf14-494b-4a6a-a5df-6e75e0e425e3/ENCFF960WSH.fastq.gz,SINGLE,input_ENCSR961MTI_rep1,embryonic 0-24 hours,FALSE,eGFP,mixed sex embryo (0-24 hours) strain emc-GFP VK00037 genetically modified (insertion) using site-specific recombination targeting D. melanogaster emc,ENCFF960WSH,ENCFF718KSH,1,1_1,emc,ENCSR961MTI
ENCSR603QIJ,emc_ENCSR603QIJ_rep3,1,https://encode-public.s3.amazonaws.com/2015/07/24/70b84ebc-9d91-4b57-84c3-e097c145e915/ENCFF142KBK.fastq.gz,SINGLE,input_ENCSR961MTI_rep1,embryonic 0-24 hours,FALSE,eGFP,mixed sex embryo (0-24 hours) strain emc-GFP VK00037 genetically modified (insertion) using site-specific recombination targeting D. melanogaster emc,ENCFF142KBK,ENCFF718KSH,3,3_1,emc,ENCSR961MTI
ENCSR606GOU,lola_ENCSR606GOU_rep1,1,https://encode-public.s3.amazonaws.com/2016/08/24/7b9d6a11-89be-419f-b7dd-0dc69b2053a2/ENCFF424UUW.fastq.gz,SINGLE,input_ENCSR950GKT_rep1,NA,FALSE,eGFP,wandering third instar larva strain lola-RI-GFP VK00033 stably expressing C-terminal eGFP-tagged lola,ENCFF424UUW,ENCFF873BKD,1,1_1,lola,ENCSR950GKT
ENCSR606GOU,lola_ENCSR606GOU_rep2,1,https://encode-public.s3.amazonaws.com/2016/08/24/cf25e79c-92d8-43fc-8111-e5a1bb4319fd/ENCFF550HGG.fastq.gz,SINGLE,input_ENCSR950GKT_rep1,NA,FALSE,eGFP,wandering third instar larva strain lola-RI-GFP VK00033 stably expressing C-terminal eGFP-tagged lola,ENCFF550HGG,ENCFF873BKD,2,2_1,lola,ENCSR950GKT
ENCSR608VFH,CG15011_ENCSR608VFH_rep1,1,https://encode-public.s3.amazonaws.com/2018/02/01/ec6c0394-d894-473c-8726-32e14ee8d400/ENCFF127NLP.fastq.gz,SINGLE,input_ENCSR490YPO_rep1,embryonic 0-24 hours,FALSE,eGFP,mixed sex embryo (0-24 hours) strain CG15011-GFP VK00033 genetically modified (insertion) using site-specific recombination targeting D. melanogaster CG15011,ENCFF127NLP,ENCFF974GMY,1,1_1,CG15011,ENCSR490YPO
ENCSR608VFH,CG15011_ENCSR608VFH_rep2,1,https://encode-public.s3.amazonaws.com/2018/02/01/504b8f2f-46f7-4ca2-bfa0-2c960c27a176/ENCFF806MZZ.fastq.gz,SINGLE,input_ENCSR490YPO_rep1,embryonic 0-24 hours,FALSE,eGFP,mixed sex embryo (0-24 hours) strain CG15011-GFP VK00033 genetically modified (insertion) using site-specific recombination targeting D. melanogaster CG15011,ENCFF806MZZ,ENCFF974GMY,2,2_1,CG15011,ENCSR490YPO
ENCSR608VFH,CG15011_ENCSR608VFH_rep3,1,https://encode-public.s3.amazonaws.com/2018/02/01/0ed152db-dfd3-448f-bf55-30f2ee8d9bd3/ENCFF044OXY.fastq.gz,SINGLE,input_ENCSR490YPO_rep1,embryonic 0-24 hours,FALSE,eGFP,mixed sex embryo (0-24 hours) strain CG15011-GFP VK00033 genetically modified (insertion) using site-specific recombination targeting D. melanogaster CG15011,ENCFF044OXY,ENCFF974GMY,3,3_1,CG15011,ENCSR490YPO
ENCSR609JDR,abd-A_ENCSR609JDR_rep1,1,https://encode-public.s3.amazonaws.com/2019/04/12/a1952944-2c99-4465-ad8a-17823964b0ee/ENCFF646QDZ.fastq.gz,SINGLE,input_ENCSR331RGH_rep1,embryonic 4-24 hours,FALSE,eGFP,mixed sex embryo (4-24 hours) strain abd-A attP40 genetically modified (insertion) using site-specific recombination targeting D. melanogaster abd-A,ENCFF646QDZ,ENCFF120UZS,1,1_1,abd-A,ENCSR331RGH
ENCSR609JDR,abd-A_ENCSR609JDR_rep2,1,https://encode-public.s3.amazonaws.com/2019/04/12/210f9499-3488-4cf1-bc07-83318d197e5d/ENCFF036RZV.fastq.gz,SINGLE,input_ENCSR331RGH_rep1,embryonic 4-24 hours,FALSE,eGFP,mixed sex embryo (4-24 hours) strain abd-A attP40 genetically modified (insertion) using site-specific recombination targeting D. melanogaster abd-A,ENCFF036RZV,ENCFF120UZS,2,2_1,abd-A,ENCSR331RGH
ENCSR609JDR,abd-A_ENCSR609JDR_rep3,1,https://encode-public.s3.amazonaws.com/2019/04/12/7b4bfbb7-9872-42a6-9734-7ecd05f9223c/ENCFF999PWE.fastq.gz,SINGLE,input_ENCSR331RGH_rep1,embryonic 4-24 hours,FALSE,eGFP,mixed sex embryo (4-24 hours) strain abd-A attP40 genetically modified (insertion) using site-specific recombination targeting D. melanogaster abd-A,ENCFF999PWE,ENCFF120UZS,3,3_1,abd-A,ENCSR331RGH
ENCSR609RLI,Mio_ENCSR609RLI_rep1,1,https://encode-public.s3.amazonaws.com/2015/07/23/524ccdda-b4d8-44ac-af98-60d72be7d827/ENCFF402RFN.fastq.gz,SINGLE,input_ENCSR855KRW_rep1,NA,FALSE,eGFP,mixed sex wandering third instar larva strain Mio-GFP VK00033 genetically modified (insertion) using site-specific recombination targeting D. melanogaster Mondo,ENCFF402RFN,ENCFF529CZZ,1,1_1,Mio,ENCSR855KRW
ENCSR609RLI,Mio_ENCSR609RLI_rep5,1,https://encode-public.s3.amazonaws.com/2015/07/23/6d9fce5c-4d80-4fee-81c5-53495179deca/ENCFF500PYX.fastq.gz,SINGLE,input_ENCSR855KRW_rep1,NA,FALSE,eGFP,mixed sex wandering third instar larva strain Mio-GFP VK00033 genetically modified (insertion) using site-specific recombination targeting D. melanogaster Mondo,ENCFF500PYX,ENCFF529CZZ,5,5_1,Mio,ENCSR855KRW
ENCSR611XWP,chm_ENCSR611XWP_rep1,1,https://encode-public.s3.amazonaws.com/2022/05/26/ed825dbc-0d39-4afc-9f3f-f92acc18bbce/ENCFF863BSP.fastq.gz,SINGLE,input_ENCSR231NHQ_rep1,embryonic 0-24 hours,FALSE,eGFP,embryo (0-24 hours) strain chm-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster chm,ENCFF863BSP,ENCFF895ORN,1,1_1,chm,ENCSR231NHQ
ENCSR611XWP,chm_ENCSR611XWP_rep2,1,https://encode-public.s3.amazonaws.com/2022/05/26/9c6ead7e-033b-45c4-8781-277e4756f63b/ENCFF147VSX.fastq.gz,SINGLE,input_ENCSR231NHQ_rep1,embryonic 0-24 hours,FALSE,eGFP,embryo (0-24 hours) strain chm-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster chm,ENCFF147VSX,ENCFF895ORN,2,2_1,chm,ENCSR231NHQ
ENCSR615WMD,zen2_ENCSR615WMD_rep1,1,https://encode-public.s3.amazonaws.com/2022/09/27/7432f3ad-140e-4b58-ad40-0af4f8e5f221/ENCFF844PVH.fastq.gz,SINGLE,input_ENCSR885XLT_rep1,embryonic 0-6 hours,FALSE,eGFP,embryo (0-6 hours) strain zen2-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster zen2,ENCFF844PVH,ENCFF504YTP,1,1_1,zen2,ENCSR885XLT
ENCSR615WMD,zen2_ENCSR615WMD_rep2,1,https://encode-public.s3.amazonaws.com/2022/09/27/69573ce1-a1cd-4620-8b9f-719ec76fd24f/ENCFF631EKX.fastq.gz,SINGLE,input_ENCSR885XLT_rep1,embryonic 0-6 hours,FALSE,eGFP,embryo (0-6 hours) strain zen2-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster zen2,ENCFF631EKX,ENCFF504YTP,2,2_1,zen2,ENCSR885XLT
ENCSR615WMD,zen2_ENCSR615WMD_rep3,1,https://encode-public.s3.amazonaws.com/2022/09/27/4e49440f-8f12-4598-ae3e-3479dd5f076e/ENCFF564LSH.fastq.gz,SINGLE,input_ENCSR885XLT_rep1,embryonic 0-6 hours,FALSE,eGFP,embryo (0-6 hours) strain zen2-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster zen2,ENCFF564LSH,ENCFF504YTP,3,3_1,zen2,ENCSR885XLT
ENCSR619HLP,CG8944_ENCSR619HLP_rep1,1,https://encode-public.s3.amazonaws.com/2015/07/24/4fa81ab6-3308-4190-831a-dd17e959be79/ENCFF693RXE.fastq.gz,SINGLE,input_ENCSR111CQR_rep1,embryonic 0-24 hours,FALSE,eGFP,mixed sex embryo (0-24 hours) strain CG8944-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster CG8944,ENCFF693RXE,ENCFF626GOE,1,1_1,CG8944,ENCSR111CQR
ENCSR619HLP,CG8944_ENCSR619HLP_rep2,1,https://encode-public.s3.amazonaws.com/2015/07/24/3170e14c-1ac9-44b0-a440-78f18a5669a1/ENCFF915BYG.fastq.gz,SINGLE,input_ENCSR111CQR_rep1,embryonic 0-24 hours,FALSE,eGFP,mixed sex embryo (0-24 hours) strain CG8944-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster CG8944,ENCFF915BYG,ENCFF626GOE,2,2_1,CG8944,ENCSR111CQR
ENCSR619HLP,CG8944_ENCSR619HLP_rep3,1,https://encode-public.s3.amazonaws.com/2015/07/24/363e8779-35d3-4753-83a8-6fbd1915cdd9/ENCFF764RHX.fastq.gz,SINGLE,input_ENCSR111CQR_rep1,embryonic 0-24 hours,FALSE,eGFP,mixed sex embryo (0-24 hours) strain CG8944-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster CG8944,ENCFF764RHX,ENCFF626GOE,3,3_1,CG8944,ENCSR111CQR
ENCSR621PCK,gfzf_ENCSR621PCK_rep1,1,https://encode-public.s3.amazonaws.com/2015/07/24/f0e57461-ffe2-45ee-8504-bfc54a602ba6/ENCFF186OFE.fastq.gz,SINGLE,input_ENCSR852VMM_rep1,embryonic 0-24 hours,FALSE,eGFP,mixed sex embryo (0-24 hours) strain gfzf-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster gfzf,ENCFF186OFE,ENCFF215BLM,1,1_1,gfzf,ENCSR852VMM
ENCSR621PCK,gfzf_ENCSR621PCK_rep2,1,https://encode-public.s3.amazonaws.com/2015/07/24/9e1492f5-8bba-4f1b-b606-2c9ec3baeecb/ENCFF293XHC.fastq.gz,SINGLE,input_ENCSR852VMM_rep1,embryonic 0-24 hours,FALSE,eGFP,mixed sex embryo (0-24 hours) strain gfzf-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster gfzf,ENCFF293XHC,ENCFF215BLM,2,2_1,gfzf,ENCSR852VMM
ENCSR624PKN,CG9727_ENCSR624PKN_rep1,1,https://encode-public.s3.amazonaws.com/2016/12/21/2992aa7d-f893-4079-a455-edf40e6393be/ENCFF057PKR.fastq.gz,SINGLE,input_ENCSR236JJO_rep1,embryonic 0-24 hours,FALSE,eGFP,mixed sex embryo (0-24 hours) strain CG9727-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster CG9727,ENCFF057PKR,ENCFF239ARF,1,1_1,CG9727,ENCSR236JJO
ENCSR624PKN,CG9727_ENCSR624PKN_rep2,1,https://encode-public.s3.amazonaws.com/2016/12/21/3874f701-186b-48d8-ad28-0b0624c8ebd5/ENCFF968XCZ.fastq.gz,SINGLE,input_ENCSR236JJO_rep1,embryonic 0-24 hours,FALSE,eGFP,mixed sex embryo (0-24 hours) strain CG9727-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster CG9727,ENCFF968XCZ,ENCFF239ARF,2,2_1,CG9727,ENCSR236JJO
ENCSR624PKN,CG9727_ENCSR624PKN_rep3,1,https://encode-public.s3.amazonaws.com/2016/12/21/c2a93063-cf74-4131-a992-e9156f62703f/ENCFF101OXX.fastq.gz,SINGLE,input_ENCSR236JJO_rep1,embryonic 0-24 hours,FALSE,eGFP,mixed sex embryo (0-24 hours) strain CG9727-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster CG9727,ENCFF101OXX,ENCFF239ARF,3,3_1,CG9727,ENCSR236JJO
ENCSR625HUA,wdn_ENCSR625HUA_rep1,1,https://encode-public.s3.amazonaws.com/2021/05/11/c85b4502-35ea-4a44-a995-4c7b74a255fd/ENCFF945RTO.fastq.gz,SINGLE,input_ENCSR575KYH_rep1,embryonic 0-24 hours,FALSE,eGFP,embryo (0-24 hours) strain wdn-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster wdn,ENCFF945RTO,ENCFF863SQN,1,1_1,wdn,ENCSR575KYH
ENCSR625HUA,wdn_ENCSR625HUA_rep2,1,https://encode-public.s3.amazonaws.com/2021/05/11/7717660a-84da-4fe6-a5c7-28ec28d83e05/ENCFF621QCD.fastq.gz,SINGLE,input_ENCSR575KYH_rep1,embryonic 0-24 hours,FALSE,eGFP,embryo (0-24 hours) strain wdn-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster wdn,ENCFF621QCD,ENCFF863SQN,2,2_1,wdn,ENCSR575KYH
ENCSR625TAA,GATAe_ENCSR625TAA_rep1,1,https://encode-public.s3.amazonaws.com/2021/05/11/ae254164-125d-4c54-aa41-835c856b1acd/ENCFF712DQF.fastq.gz,SINGLE,input_ENCSR051ZTW_rep1,embryonic 0-24 hours,FALSE,eGFP,embryo (0-24 hours) strain GATAe-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster GATAe,ENCFF712DQF,ENCFF945EZB,1,1_1,GATAe,ENCSR051ZTW
ENCSR625TAA,GATAe_ENCSR625TAA_rep2,1,https://encode-public.s3.amazonaws.com/2021/05/11/a1815492-95d0-425f-8f69-90d53aa01d99/ENCFF589AFI.fastq.gz,SINGLE,input_ENCSR051ZTW_rep1,embryonic 0-24 hours,FALSE,eGFP,embryo (0-24 hours) strain GATAe-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster GATAe,ENCFF589AFI,ENCFF945EZB,2,2_1,GATAe,ENCSR051ZTW
ENCSR627JXA,CG8478_ENCSR627JXA_rep1,1,https://encode-public.s3.amazonaws.com/2022/09/19/db65c995-86c1-44af-8519-d4f088d7b331/ENCFF927HFP.fastq.gz,SINGLE,input_ENCSR449BWI_rep1,embryonic 0-24 hours,FALSE,eGFP,embryo (0-24 hours) strain CG8478-GFP VK00037 genetically modified (insertion) using site-specific recombination targeting D. melanogaster CG8478,ENCFF927HFP,ENCFF569PLI,1,1_1,CG8478,ENCSR449BWI
ENCSR627JXA,CG8478_ENCSR627JXA_rep2,1,https://encode-public.s3.amazonaws.com/2022/09/19/df87b393-42aa-410c-9fef-50ce72578c18/ENCFF878CHS.fastq.gz,SINGLE,input_ENCSR449BWI_rep1,embryonic 0-24 hours,FALSE,eGFP,embryo (0-24 hours) strain CG8478-GFP VK00037 genetically modified (insertion) using site-specific recombination targeting D. melanogaster CG8478,ENCFF878CHS,ENCFF569PLI,2,2_1,CG8478,ENCSR449BWI
ENCSR629WQT,Trl_ENCSR629WQT_rep1,1,https://encode-public.s3.amazonaws.com/2015/07/24/e566e891-8152-4f8c-943d-dbedeb1186d6/ENCFF481BWD.fastq.gz,SINGLE,input_ENCSR161RRC_rep1,embryonic 0-24 hours,FALSE,eGFP;3xFLAG,mixed sex embryo (0-24 hours) strain Trl-MiMIC-GFP MI02741 genetically modified (insertion) using site-specific recombination targeting D. melanogaster Trl,ENCFF481BWD,ENCFF315HMO,1,1_1,Trl,ENCSR161RRC
ENCSR629WQT,Trl_ENCSR629WQT_rep2,1,https://encode-public.s3.amazonaws.com/2015/07/24/2afa9002-5477-42a1-b123-7ebb5c65ac40/ENCFF383LLP.fastq.gz,SINGLE,input_ENCSR161RRC_rep1,embryonic 0-24 hours,FALSE,eGFP;3xFLAG,mixed sex embryo (0-24 hours) strain Trl-MiMIC-GFP MI02741 genetically modified (insertion) using site-specific recombination targeting D. melanogaster Trl,ENCFF383LLP,ENCFF315HMO,2,2_1,Trl,ENCSR161RRC
ENCSR629WQT,Trl_ENCSR629WQT_rep3,1,https://encode-public.s3.amazonaws.com/2015/07/24/9987e029-9cf0-4ae0-b3d6-fd725c7f75d6/ENCFF097AIN.fastq.gz,SINGLE,input_ENCSR161RRC_rep1,embryonic 0-24 hours,FALSE,eGFP;3xFLAG,mixed sex embryo (0-24 hours) strain Trl-MiMIC-GFP MI02741 genetically modified (insertion) using site-specific recombination targeting D. melanogaster Trl,ENCFF097AIN,ENCFF315HMO,3,3_1,Trl,ENCSR161RRC
ENCSR631PLV,fru_ENCSR631PLV_rep1,1,https://encode-public.s3.amazonaws.com/2015/07/24/c663aeea-54b8-4bb3-8a95-9d82a659268f/ENCFF780NKK.fastq.gz,SINGLE,input_ENCSR117DPS_rep1,NA,FALSE,eGFP;3xFLAG,mixed sex wandering third instar larva strain fru-MiMIC-GFP MI06350 genetically modified (insertion) using site-specific recombination targeting D. melanogaster fru,ENCFF780NKK,ENCFF562MBU,1,1_1,fru,ENCSR117DPS
ENCSR631PLV,fru_ENCSR631PLV_rep2,1,https://encode-public.s3.amazonaws.com/2015/07/24/91d58b9b-91ff-4f36-b27e-f4411c1aa63c/ENCFF608QBA.fastq.gz,SINGLE,input_ENCSR117DPS_rep1,NA,FALSE,eGFP;3xFLAG,mixed sex wandering third instar larva strain fru-MiMIC-GFP MI06350 genetically modified (insertion) using site-specific recombination targeting D. melanogaster fru,ENCFF608QBA,ENCFF562MBU,2,2_1,fru,ENCSR117DPS
ENCSR631PLV,fru_ENCSR631PLV_rep3,1,https://encode-public.s3.amazonaws.com/2015/07/24/827e8576-5d87-42ba-ad1d-d36aa0773904/ENCFF085EVE.fastq.gz,SINGLE,input_ENCSR117DPS_rep1,NA,FALSE,eGFP;3xFLAG,mixed sex wandering third instar larva strain fru-MiMIC-GFP MI06350 genetically modified (insertion) using site-specific recombination targeting D. melanogaster fru,ENCFF085EVE,ENCFF562MBU,3,3_1,fru,ENCSR117DPS
ENCSR633IKC,Ssrp_ENCSR633IKC_rep1,1,https://encode-public.s3.amazonaws.com/2018/12/07/9f857613-dfda-40a6-a627-6d43a5d4ac59/ENCFF990PCM.fastq.gz,SINGLE,input_ENCSR524HLR_rep1,embryonic 0-16 hours,FALSE,eGFP,mixed sex embryo (0-16 hours) VK00033 genetically modified (insertion) using site-specific recombination targeting D. melanogaster Ssrp,ENCFF990PCM,ENCFF873RFJ,1,1_1,Ssrp,ENCSR524HLR
ENCSR633IKC,Ssrp_ENCSR633IKC_rep2,1,https://encode-public.s3.amazonaws.com/2018/12/07/c01832a5-844f-4fda-b05b-01c0c953bb80/ENCFF766ONG.fastq.gz,SINGLE,input_ENCSR524HLR_rep1,embryonic 0-16 hours,FALSE,eGFP,mixed sex embryo (0-16 hours) VK00033 genetically modified (insertion) using site-specific recombination targeting D. melanogaster Ssrp,ENCFF766ONG,ENCFF873RFJ,2,2_1,Ssrp,ENCSR524HLR
ENCSR636FRF,pan_ENCSR636FRF_rep1,1,https://encode-public.s3.amazonaws.com/2016/08/23/52579ffa-74f0-4c23-b236-ec299b7df682/ENCFF509JTJ.fastq.gz,SINGLE,input_ENCSR711IHB_rep1,NA,FALSE,,wandering third instar larva strain yellow cinnabar brown speck,ENCFF509JTJ,ENCFF632GEO,1,1_1,pan,ENCSR711IHB
ENCSR636FRF,pan_ENCSR636FRF_rep2,1,https://encode-public.s3.amazonaws.com/2016/08/23/62ce2242-21cd-4a92-a00e-f2edf1311abf/ENCFF994OSM.fastq.gz,SINGLE,input_ENCSR711IHB_rep1,NA,FALSE,,wandering third instar larva strain yellow cinnabar brown speck,ENCFF994OSM,ENCFF632GEO,2,2_1,pan,ENCSR711IHB
ENCSR636FRF,pan_ENCSR636FRF_rep3,1,https://encode-public.s3.amazonaws.com/2016/08/23/abca4d3d-40a6-4486-ac0a-88cf52345ba1/ENCFF374HTX.fastq.gz,SINGLE,input_ENCSR711IHB_rep1,NA,FALSE,,wandering third instar larva strain yellow cinnabar brown speck,ENCFF374HTX,ENCFF632GEO,3,3_1,pan,ENCSR711IHB
ENCSR637FPY,slou_ENCSR637FPY_rep1,1,https://encode-public.s3.amazonaws.com/2015/07/24/bc8f21e8-f57c-4209-a26e-0ef52425a77e/ENCFF372BZO.fastq.gz,SINGLE,input_ENCSR079ERM_rep1,embryonic 0-24 hours,FALSE,eGFP,mixed sex embryo (0-24 hours) strain slou-GFP VK00037 genetically modified (insertion) using site-specific recombination targeting D. melanogaster slou,ENCFF372BZO,ENCFF124ZWS,1,1_1,slou,ENCSR079ERM
ENCSR637FPY,slou_ENCSR637FPY_rep2,1,https://encode-public.s3.amazonaws.com/2015/07/24/038e643c-adbc-45ba-8d33-57d8aeeec52b/ENCFF415SNY.fastq.gz,SINGLE,input_ENCSR079ERM_rep1,embryonic 0-24 hours,FALSE,eGFP,mixed sex embryo (0-24 hours) strain slou-GFP VK00037 genetically modified (insertion) using site-specific recombination targeting D. melanogaster slou,ENCFF415SNY,ENCFF124ZWS,2,2_1,slou,ENCSR079ERM
ENCSR637FPY,slou_ENCSR637FPY_rep3,1,https://encode-public.s3.amazonaws.com/2015/07/24/4fe74e26-bfe5-4bf1-aa89-25a2f30c88b7/ENCFF232FOF.fastq.gz,SINGLE,input_ENCSR079ERM_rep1,embryonic 0-24 hours,FALSE,eGFP,mixed sex embryo (0-24 hours) strain slou-GFP VK00037 genetically modified (insertion) using site-specific recombination targeting D. melanogaster slou,ENCFF232FOF,ENCFF124ZWS,3,3_1,slou,ENCSR079ERM
ENCSR640JVH,CG1024_ENCSR640JVH_rep1,1,https://encode-public.s3.amazonaws.com/2022/05/26/45bcff91-c098-4a26-b2d1-422ec834092a/ENCFF646XYB.fastq.gz,SINGLE,input_ENCSR504VLT_rep1,embryonic 0-24 hours,FALSE,eGFP,embryo (0-24 hours) strain CG1024-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster CG1024,ENCFF646XYB,ENCFF626JIL,1,1_1,CG1024,ENCSR504VLT
ENCSR640JVH,CG1024_ENCSR640JVH_rep2,1,https://encode-public.s3.amazonaws.com/2022/05/26/07eb70a1-81df-41a5-8d74-5e147110c520/ENCFF806PHW.fastq.gz,SINGLE,input_ENCSR504VLT_rep1,embryonic 0-24 hours,FALSE,eGFP,embryo (0-24 hours) strain CG1024-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster CG1024,ENCFF806PHW,ENCFF626JIL,2,2_1,CG1024,ENCSR504VLT
ENCSR642CTA,ken_ENCSR642CTA_rep1,1,https://encode-public.s3.amazonaws.com/2022/05/26/e4159712-8c7b-45ef-9349-7d95077733e2/ENCFF068CJI.fastq.gz,SINGLE,input_ENCSR797VOK_rep1,embryonic 0-24 hours,FALSE,eGFP,embryo (0-24 hours) strain ken-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster ken,ENCFF068CJI,ENCFF617GRP,1,1_1,ken,ENCSR797VOK
ENCSR642CTA,ken_ENCSR642CTA_rep2,1,https://encode-public.s3.amazonaws.com/2022/05/26/e1836779-b59e-495a-9729-6471ea5998f0/ENCFF626UTH.fastq.gz,SINGLE,input_ENCSR797VOK_rep1,embryonic 0-24 hours,FALSE,eGFP,embryo (0-24 hours) strain ken-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster ken,ENCFF626UTH,ENCFF617GRP,2,2_1,ken,ENCSR797VOK
ENCSR642CTA,ken_ENCSR642CTA_rep3,1,https://encode-public.s3.amazonaws.com/2022/05/26/8d777841-81f6-4956-8f7e-268965c09179/ENCFF461BQP.fastq.gz,SINGLE,input_ENCSR797VOK_rep1,embryonic 0-24 hours,FALSE,eGFP,embryo (0-24 hours) strain ken-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster ken,ENCFF461BQP,ENCFF617GRP,3,3_1,ken,ENCSR797VOK
